;text;ciberbullying
793;"LOL what&#039;s this with people asking you about smelling your FEET? And apparently  in an even stranger twist  someone already has smelled your feet?";0
794;pink wow if its pink  then ull jus owe me big time again ma=p;1
795;What types of movies do you enjoy?;0
796;"all those people are lying you&#039;re not cute VV]:";1
797;i asked that question :D u have to guess ! ..IM TESTING YOU!!;1
798;I loveeeeeeeee u Alexisssssssss! your teew fukinn beautiful :);0
799;Did u know the sky is blue :O unless u get all scientific and say its back ~_~;0
800;Lalaa you talk so much shit on here and you still have not stepped to amber like you said you were you fucking transvestite MAN up;1
801;"so you wont? lol you forgot the ending. it goes like this &quot;i would if i could  but i cant  so i wont&quot; <3";0
802;im sure there is a girl at your school who likes you alot i know her to;0
803;I have my shit straight  she wears like the same T-shirts.. her little pink and white stripped shirt or the plaid blue and red or pink shirt or whatever  and maybe some random ones.. with jeans or shorts and vans. OWNED.;1
804;I want to fuck you. Are you a blondie?;1
805;damn. Flirting with another girls boyfriend. Idk what you call that where your from but in america that's what you'd call a whore...;0
806;DAMN GIRL COVER UP UR DAMN ASS BOOBIES!!;1
807;"If you think i care about what you think of me  then you&apos;ve highly over estimated my opinion of you! bitch/";1
808;Would you ever play with a ouija board?;0
809;are you the ideal person that you want to be? if not  what would you do to about it?;0
810;You are virgin! Right?;1
811;If you could go only to one restaurant for the next five years  which would it be?;0
812;Adolf Hitler was a one testicled vegetarian. What did you do with his other testicle?;1
813;Where's your favorite place to buy clothes?;0
814;You are to cute kid  to bad you r in 7th grade :(;0
815;what is a color that describes you?;0
816;y is the sky blue?;1
817;Do you put cheese on your spaghetti?;0
818;lemme jackk u off babyy<3;1
819;"THEY&#039;RE BE DOUCHEBAGS";1
820;Name your 3 closest friends. Which one is your very best friend?;0
821;your background stupid tooo;1
822;you sware you the shxt . like you can fite anyone and wiinn? wellll you can your a lil stiiick bitch. STOP TRYING TO ACT HARD;1
823;Hey there. (: How are you today?;0
824;i love you tabi    and i already know you never want to talk to me again but just know ill still always be here for you. thank you for everything<3;0
825;If someone said to you  i can kill you or I can can kill anyone else in the world in your place? What awnser would you give them ?;1
826;"I&#039;m going out with your friend doesn&#039;t that give us a connection";0
827;why are yousoo dumb?;1
828;how many people have you followed....and then changed your mind and unfollowed them?;0
829;"Would you give your life to save someone else&#039;s?";0
830;If all the world is a stage  where is the audience sitting?;0
831;y0 sk!n iSZ d@ col0R oF mah P00P;1
832;i want a blow job;1
833;Do you fall for Internet advertisements?:;1
834;Me too is it at lake elsinore;0
835;"A new report finds lead in some baby foods and children&#039;s juices. Do food recalls scare you? What do you think should be done to companies who unknowingly poison people with deadly ingredients in products we think are safe?";0
836;eat a dick you complain about texas all day shove it it! you just got told your suck a dick! so eat one;1
837;Is there a certain time of day that you are almost garenteed to be logged on? For me its most likely morning hour 8:30am or so.;0
838;"Hey my names harry beaver;) <3";1
839;what is your favourite type of candy?;0
840;I'll send you the links. When I get on my laptop I'm using my phone. She has a facebook  myspace  and my yearbook;0
841;ok this is tatum krista's friend this is her profile thing and i wanted to go on hers cuz she told me she had ?s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you;1
842;dont talk to rubinathy15 she is stupid;1
843;Who was the last person you hugged?;0
844;If barbie is so popular why do you have to buy all of her friends?(A taste of your own medicine! >:P);1
845;You suck V4G;1
846;"i hate ur fucking guts. u &amp; lindsey? grossest thing ive ever seen";1
847;"Uhm you did  right down there vvvvvvv. You&#039;re the &#039;dumbfuck&#039;.  Stop starting shit with everyone  kcoolbye.";1
848;"Oh speaking of robbing banks .. You seen Set It Off ?? .. Queen Latifa  Jada Pinkett Smith ?? .. If I ever robbed a bank  I&apos;d like to go out the way Queen Latifa did XD .. In a hail of bullets whoOp! XD ..";0
849;what do u think of men who r like 30 who date 16 yr olds?;0
850;Do you know who keeps posting about weiner-poop on my page???;0
851;who has to work tomorrow? which is monday?..(or tuesday);0
852;"I&apos;m going to poke your eyeballs out .. Do you want to know why ?? .. Too bad  I&apos;m not telling you :P ..";1
853;i took two shot by myself before i left teh house;0
854;Are you a lesbian?;1
855;"you&apos;re not cool  suck my dick";1
856;niggers;1
857;i think its silly u can ask urself questions btw this is my second time doing it lol and my last =];1
858;"sure  but you must spamr http://www.formspring.me/ddox3r &amp;r http://www.formspring.me/juliex2r or we wont continue spamming your (:";1
859;oh shit  all your questions are back!;1
860;how much money would you need to not work another day in your life?;0
861;If you could eat dinner with any person  dead or alive  who would it be and where would you go?;0
862;You have a sweet tooth. You also have 40.00. What sweets do you buy with the 40.00?;0
863;"i&#039;m not fake (:r sorry.";1
864;would you dye your hair red ?;0
865;Bitchh really yur saying shez fat now bitch yur probly the fat lonely ass flat chested bitch who ckant get none so stop hating AND PLEASE BITCH TAKE YUR SHIT OFF ANONYMUS DUMM ASS BITCH !!!!!!;1
866;Your probably the one faking KAI! HUH! FUCKING BITCH!;1
867;can you cook? im terrible  i burn toast badly lmaooo.... dont ever ask me to cook for youuu :L;0
868;Do you think you could defend yourself if need be?;0
869;":] im sorry  im not the one being a fake of some lady lol comeon now >.> be your damn self (: and im not fucking mental  i know what js means. i think you need to stfu and get a damn life instead of beng on here and faking some girl ; btw NICE COMEBACK!";1
870;"heeeeeey! yuck  weird dude down there! lmfao. anyways  can u ask me 5 questions please then i&#039;ll ask u 5? ;D <3";1
871;no..i put you on the edge...but u still hangin in there..i got you...so aint gonna fall;0
872;are you gay?;1
873;How can I make myself look good as your bf?;0
874;"yeah sorry  i was in a wierd mood then  haha =P oooh  your bio  says you love dirty questions  hmmm ok then  heres one You ever fucked a guy ?? =&#039;)";1
875;are you in a relationship?r if not we should talk(:;0
876;Would you rather vacation at the beach or in the mountains?;0
877;Was there anything unusual about your birth?;0
878;"I&#039;m not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls  and you want attention. Dumbfuck.";1
879;yoo im telling yall dnt mess wit my kuszinn kus she DO NOT PLAY repeat DOOOOO NOTTT.!;1
880;i just had a mini spaz attack :S... does that ever happen to you or am i freak? [answer nicely to this one yeah] :D;1
881;"I like to ______ on _________ with my ________. We ______ together and I wouldn&#039;t ______ it for _____.";0
882;your mad ugly. true talk.;1
883;What was the best advice you've ever received?;0
884;Do you consider yourself a happy person?;0
885;Lololololololol http://img180.imageshack.us/img180/7762/niggalolwat.jpg;1
886;Ever been called a whore?;1
887;:3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :];1
888;Yuh a cocky boi? I lyk dhat;1
889;BEING*;1
890;"how many more questions do you have to answer  i bet you&#039;ll be here all night?";0
891;Have you ever had an imaginary friend?;0
892;"A study shows more people shop at Walmart than anywhere else. What do you like and dislike about Walmart? How often do you shop there? Do you find the employees helpful or rude? How are the bathrooms when you go there [they&#039;re always gross here]?";0
893;is u gay;1
894;so hows life in your neck of the woods?;0
895;fake!;1
896;You are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life! Sorry to say but you should to better with your life then just throw it away.....;1
897;"Just admit ur a lesbian drug addict who flirts with guys  it&apos;s okay(:";1
898;i didnt workout again today..im just gonna redo the whole weekr;1
899;If you mated a bull dog and a shitsu  would it be called a bullshit?;1
900;BETTY IS LIKE ADORABLE. YOU LOOK LIKE A CRACK HEADS SHIT IN A TOILET MY DEAR;1
901;lol told u i was gonna spam u   nerd while u was sleeping=p;0
902;"i just got home from school and the gym... i kick ass... ;-)";1
903;"What is a culture that you&#039;d like to learn more about and why? (Specifically from another country) Why does that culture interest you? What is your nationality&#039;s culture (if applicable)?";0
904;Where do you want to be in 5 years time?;0
905;"yeaaa... maybe we should change the subject...before i get too carried away.. hahaha :-p *cough* 8.2-ish *cough  cough* haha ;-) do you have a favorite fanfiction?";0
906;ever tought about going to the Moon or anouther Planet ??;0
907;do u kare u have alot of haterszz.??;0
908;since your an aussie do you rope walabies in your free time;1
909;caan you go get me some maccas?;1
910;What do you believe we can do to help the economy?;0
911;You an your sexy cookiegina are at the top of the food cahin babehh >:D;1
912;could you date someone that had opposite opinions from you?;1
913;"so if i became a doctor i think id be and obstetrician... well id ACTUALLY be a psychologist  but if if ever became a more doctor-doctor.. i think id be an obstetrician... idk.. sorry i&#039;m so weird...:-)";0
914;Without looking it up  can you explain what a rotator cuff is?;0
915;if i crawled into bed with U  would u freak out  or cuddle with me ?;0
916;would you rather look younger or older? why?;0
917;thats all for now people ill do more later. let me know in a message if u want me to stop spamming you;0
918;i agreee stop being such a slut and act ur age!;1
919;do u think before u speak? or just blurt whatever out at the moment u get the opportunity?;0
920;"Yeah! But for now I&#039;m watching if i had you LOL";0
921;What are you planning on buying with your first check? What did you buy with your first check?;0
922;"A world without bees; good or bad?";0
923;Would you rather spend life in prison or be executed?;1
924;I have found eBay and Ross are great places to find super cheap things that are expensive elsewhere. Is there something you buy that is normally expensive  but you have found where to buy it cheap? What is it and where could I find it?;0
925;Need advice? Well then AskThatChick @ http://www.formspring.me/AskThatChickr;1
926;I TOLD YOU THAT FORMSPRING STUFF WASNT ME!!!!!!! >.<;1
927;who decided to take a shit on your face?;1
928;your so annoying;1
929;"Name 3 things you couldn&#039;t live without? why?";0
930;your beautiful  and it seems like all the rude comments you get  is all from one person. dont listen to them everyone knows you are the sweetest girl ever and cold never be mean;0
931;:O .. Crash Bandicoot RoxXx!!! lmbo .. I use to loOove playing Crash .. I use to stay up on that all night o_O .. I hate that friggin Cortex lol .. Who is your favourite Crash character ?? ..;0
932;"Crappers .. I was bout to get offline  but remembered I hadn&apos;t friggin spammed you today lol .. So  I&apos;m dedicating half an hour  maybe an hour lmbo  to just asking you ish XD .. Sound good XD ?? .. Aiights ;) ..";1
933;Can you add me on msn bulletproofcupid4@hotmail.co.uk;0
934;is there anyone you want to get to know better?;0
935;Mmmmmmmmawwwu ooo my 0rq@$m !zz 0ff d@ (h@r+$ ! !m hump!nq d@ b3d @nd s0m3 of my cum c@m3 0u+;1
936;to the anon.....;1
937;hey laura sup its mike=0;1
938;if you could change your name to anything you want  what would you call yourself?;0
939;"You&#039;re so gay.";1
940;how many time have u been in the hospital? what were the reasons?;0
941;"Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&#039;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&#039;m not the bitch  you are. END OF STORY. KCOOLBYE.";1
942;Your obsessed about how you look.;1
943;haha keep saying shit ill kill you;1
944;i wash my computer monitor once a month....makes the cars look cleaner;0
945;Which do you feel is your most important sense? why?;0
946;I WUNT YO CUM ON MY LIPSZ.;1
947;What was the last thing you quit?;0
948;if you were to be a bird  what would it be?;0
949;"TELL LOUISE TO STOP MAKING OUT LIKE IT&#039;S ME!!!!";1
950;"hahaha well neither have i... hmm idk i might bite my bottom lip... supposedly thats sexy  idk.. im not sure..well you&#039;ll just have to wait and see... haha ;-) :-p";0
951;"no it&#039;s too fun";1
952;but only till august then we need a subsription;0
953;Do you have any favorite YouTube star?;0
954;How many hours of sleep do you need to feel completely rested?;0
955;... i c aussies are starting to get smarter now adayz lmao..;1
956;Na Neva dhat this Tosha I kno all bout chu Hun...wen yu finna do dhis shit;1
957;would anne frank be mad if she knew everyone read her diary?;0
958;If you could ask George W. Bush one question what would it be?;0
959;nawh man i hate you.;1
960;If you could choose what the next prohibition was on  what would you choose and why?;0
961;"what is your state/country&apos;s motto or nick name? cali= Eureka!";0
962;Y3@@@ NIGG@ YUHH LUUK GAY;1
963;"Oiiiii .. I&apos;m off to spam Yahoo Answers  but I&apos;ll be back to spam you a lil before I crash XD .. I needa get a life  what about you ?? lol ..";0
964;"Sick .. Is that why you been M.I.A ?? .. Gayness flu or summin ?? .. And awww .. Glad you&apos;re online too .. How long you on for ?? ..";1
965;"I wouldn&#039;t say being gay was cool :L";1
966;How many times did you and that douche have sex;1
967;NO WAY. MINES THIS BIG! -> |----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|;0
968;"Uhmm  the commment up unnder me saays so  &amp; maybbbe you shoullld believe me abbout katelynnnnnnnnnnnn :p";1
969;what are u doing for 4th july?;0
970;laura my love dont listen to the pathetic little bitches that wish and hope they were you.you are wonderful and beautiful and smart and all the shit talkers are just little pussys because i bet they would never say that stuff to your face...p.s iloveyou<3;1
971;What are some of the major flaws in our justice system? How can we make them more stable?;0
972;"describe... your first intimate experience (:-P haha sorry  i guess i lied before) ;-) <333";0
973;What was your childhood pet? Or first pet?;0
974;Did you know I can talk more siht that anyone alive?;1
975;I lavee youu very muchly! Your my best friend and the one who is there for me through thick and thin  I lavee yaa dumbass x;0
976;What are ur fantisiess;1
977;What different colors have your hair been?;0
978;I fucking lovee yur sexy ass (:;1
979;Do you ever feel like something is missing?;0
980;mint gum or bubble gum?;1
981;Does Armpit Sex turn you on?;1
982;Frances seriously stop trying to make people feel bad for you  ugly bitch.;1
983;im not the one who said sext me but i was the one joking about the inappropriate messages. who do you think i am? :);1
984;lol no problem =] i cant wait to know the sex;0
985;In school we had a pool that went down 15 feet in the deep end  and I swam all the way down to the bottom a few times  the pressure hurt my ears >_< What is the deepest youu2019ve ever swam down to the bottom of a pool?;0
986;love the peace sign earings in background pic;0
987;I am uninspired on new questions to ask D: Where does your motivation come from for your questions? Do you ever copy+paste survey questions?;0
988;so victor i want to go tree climbing got any tips.. ehhhhhhhhhhhhhhhhhhhhhhhhhhh get it;1
989;What is the most needed feeling if life?;1
990;"Hey Smexy  been to the Gym recently ;D";0
991;what do u think to underage drinking?;0
992;do u know anyone who owns a gun? how many? why do they own it?;0
993;"If laughter is the best medicine  who&apos;s the idiot who said they &apos;died laughing&apos;?";0
994;BOOBiES!!!!!!!!!!!!!!!!!!!!! i lahh uu2665 fuck bitches get money!(: lolzz member?;1
995;What was the most exciting moment of your life?;0
996;"Hey  I&#039;m new so ask me questions please!";0
997;whats ur fav pos?? o wait ill kno this lolz=p tell me anywayz;0
998;you did not answer my question of amazingness D:;0
999;have u ever found a dead person/body? i have. have u ever witnessed someone die? explain your experience.;0
1000;SHAY YOU BEING SERIOUS 91 QUESTIONS IN MY INBOX LMAO YOUR FUNNY HOW ARE YOU?;0
1001;AJULA NO DONT FUKIN TALK TU HERRR ! VVV;1
1002;why r u suchho a hoe.?;1
1003;Has anything terrible happened in your life before that haunted you everyday no matter how much you tried to move on? Have you since let this thing go  or has it at least faded? If not  what is something that could happen to you to cause this feeling?;0
1004;http://www.youtube.com/watch?v=x1Zjj8qTgjs Do you like this song?? XD;0
1005;Hey Youtube- J.Correa the dancing king. Let me know if you got those moves that drives the girls wild ... Lmao !!!;0
1006;What song did you last sing out loud?;0
1007;LMAO why would tabi be fake? hahahaha it cracks me up that they put up YOUR picture but put up a different name hahahaha thats low. so. back to a question cuz thats what these are for: hmmm.. do you like caramal apples?;0
1008;How do u feel when people take crying infants to restaraunts;0
1009;I know you love people  dont lie.r im not an orphan victor;1
1010;What age would you liek to get married?;0
1011;is  there a right way to blow someone off? like ditch them - kindly?;0
1012;why would some one love u;1
1013;Would you ever meet someone from online just for sex?;1
1014;"don&apos;t you get tired of people always askin shit bout austin that really aint even there business?";0
1015;im only good at getting pokemon early.;0
1016;(.) (.) boobies are my passion!;1
1017;u know if u wernt such a whore/bitch people wouldnt be haten on u.so stop calling people fat stop telling them there stupid and stop fucking calling me emo and well all be cool;1
1018;I wanna fuck you.;1
1019;i dont givafuck. ur friendless  previously stated in one of my other comments. except for firey  bitch;1
1020;You must choose to go skydiving or very-deep-sea diving. Which do you choose?  ide choose deep-sea diving;0
1021;in your opinion  what is the best thing about being a nurse?;0
1022;WUT UP MRS F. WanNA fUk?;1
1023;Do you prefer hot coffee  iced coffee  or neither?;0
1024;Whens the last time u had sex ?;0
1025;"Have you ever done one of those &quot;win free stuff&quot; things?";0
1026;mr.coffey just posted the SOL grades on edline and you failed lol (:r -Andrew;0
1027;done  if you receive this im still following you (:;1
1028;stop acting like you know everything. your fat. get over yourself you mouthy slag :L and no your not better then everyone else! (:;1
1029;Has anyone ever told you that you are more full of siht than a Christmas turkey?;1
1030;do u have someone who INSISTS on telling u a play by play of their day? like what happened - who said what to who- who called - what u ate - etc? do u like it? r u irritated by it?;0
1031;.. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W'ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave;1
1032;have you ever been so drunk you dont remember what happened?;0
1033;Do you lick dick?;1
1034;you need a formspring dude..;1
1035;What would be the single most worst thing for you to hear?;0
1036;your so hot you give me woooddddddddddddddddddddddddddd;1
1037;Gone for a while  leave me some spam too come back too.. leaving in an hour.;0
1038;Who and when was your first kiss?;0
1039;Wha do u wear to sleep ?;0
1040;Do you believe that God has a gender?;0
1041;You look up and see a UFO. What do you do...;0
1042;"Battery as ..... Lol.... U now where I&apos;m going with this.  Bwahahahhahaha";0
1043;What is the youngest age you can think of that it would be seen as appropriate to be pregnant ? Not by societies standards  but your own. (:;0
1044;What Are Somethings That People Talk About That Gets On Your Nerves?;0
1045;and you called me fat why?;1
1046;What is a act of kindness you have recently done?;0
1047;Where did you learn how to drive? I learned in the freeway lol i was paranoid as fuck!!!;0
1048;which is better  being bullied or being ignored? :-(;1
1049;oh yeah and btw anonomousVVVV i did step up tew amber i fought ha alreadii dum trikk aint no sense in fitin her she juss ggunnah lose again.;1
1050;pop off porch monkey  shes mine;1
1051;Have you ever visited monkey land?;1
1052;Liar you don't have a bf! VVV;1
1053;"okay so here&#039;s another Filipino word &quot;mabuti&quot; which means I&#039;m okay :) haha my cousin from CA is here in the Philippines now and I kinda have a hangover from teaching him lol";0
1054;you have big feet <3;1
1055;"you should listen to the song &quot;big weenie&quot; by eminem (: it describes you SO much!!!!! everyone feels this way towards you xD";1
1056;Would you rather spend the rest of your life without a significant other  or would you rather have a partner who is extremely difficult?;0
1057;How much money did you spend yesterday?;0
1058;is the guy your in love with robert mcintyre?;0
1059;"stay off of my formspring? I don&#039;t even know who you are..";1
1060;WHEN WAS THEE LAST TiME YU MADE A SHOPPiN LiST;0
1061;how big is you dick {if you are a dude}? bra size {if you are a chick};1
1062;How far does the pain have to go before you take medicine ?;0
1063;Describe yourself in less than eight words.;1
1064;When was the last time you maturbated?;1
1065;"I&apos;m about to make me a Milo XD .. Does Australia have Milo ?? .. As a child I use to eat Milo straight from the tin .. Ever eat it straight from the tin ?? ..";0
1066;damn whyy all dhese girlss askinqq bout ur dickk.?;1
1067;qhetinq it in wif that nasty white qirl lMAO?;0
1068;why dont sheep shrink when it rains?;0
1069;There are 10 sandwiches in my picnic gawdd think aboutt it (:;0
1070;"because you&apos;re stupid.";1
1071;things can and will be arrange if it came to such a decsion ma=p;0
1072;ihatesimoa. jks. hru? :3;1
1073;this is all for tonight! Now  back to answering. -- What do you find attractive on the opposite sex physically? What is one personality trait that attracts you to a member of the opposite sex.;0
1074;jerrrk.;1
1075;Are you a morning or night person?;0
1076;Lol ok delete the last 20 questions cuz I remember none of it! Lol;0
1077;Go read my formspring.r Ahora!;1
1078;Oh ISSS THAT FAGGOT ISAYAH GOIN TO BEE DER???;1
1079;im not moody..ive calm down...i can deal with out my workouts now....ima gonna binge lol.....;0
1080;Ballfuck  she's real. Get over it. vv;1
1081;does your dick have a name? hah;1
1082;dnt listen to those ppl down there they are just fuckinq haters bryans not ugly hes fuckinq sexii nd hell naww you guys make a cute ass couple;0
1083;do you think youre more serious or sarcastic?;0
1084;Think about it K-dawg. Jewish cure. What does it sound like to you?;1
1085;pardon me  i had the notion that you might be of asian?;1
1086;What award would you love to win and for what achievement?;0
1087;How would you describe yourself in 3 words?;0
1088;IT MEANS NOTHING TO ME ANYMORE BECAUSE THE PERSON WHO I SHED TALKED WITH IS BEING A C U N T !! LIKE NORMAL I SUPPOSE  WHAT HAPPENED TO THE PERSON IN THE SHED AY AY AY!?!?!;1
1089;yeah go ahead and play victim  i do know you nico. thats how i know your a player.;1
1090;Do you think people that are curious about when the world is going to end are morbid?;0
1091;Do you complain a lot about things you canu2019t change [gas prices  the weather  etc.]? If so  what do you complain about the most? Why does it bother you so? If not  do you find it tiresome when people complain a lot about those things?;0
1092;"love youu sexy thang(;";1
1093;Hey bitch don't get mad at people who write on here cause YOU ask people to write to you.;1
1094;Faaaaake. :D;1
1095;am i gay;1
1096;Woah Im Jealous  Well Hey Stranger :);0
1097;so you and mr. big forehead are dating now  huh?;1
1098;i need to get myself a good dark red color... i have a nice dark purple.. no red :-(... haha and yea i dont like it when the paint starts chipping off b/c thats when i pick at it :-p me and my bad habits..what was the most recent thing that...;0
1099;you are the most beautiful plague. :P;1
1100;i love my sister aujalaaaaa:) hahaha:p all yur haters justtt too funny  r;1
1101;heatwave...burnign in my heart......yeah yeah eyah..ohhhhh yeah yeah....;0
1102;peyton (ugly wite skranyy hoeish  stank  wannabe kassie) is fake azz hell.;1
1103;are you a virgin?;1
1104;is it wrong or is it just different? i mean [this is just an example] we see different religions and think that maybe they are wrong if they dont believe in what you believe  are they wrong or is it just different? same happens with many other things.;0
1105;"Have you ever been to a stripclub? If you did  what was it like? ;-)";0
1106;SLUT LEAVE BETTY ALONE CUNT FACE;1
1107;"Why does the Easter bunny carry eggs? Rabbits don&apos;t lay eggs.";0
1108;whyy aree youu suchh aa faggottt(:;1
1109;How long does it take you to get to work or school?;0
1110;As long as you dont get chlamydia LOL;1
1111;what kind of camera do you have?;0
1112;You are on a flight from Honolulu to Des Moines non-stop. There is a fire in the back of the plane. You get enough time to make ONE phone call. Who would you call?;0
1113;what has been ur longest relationship? regret it? or was it a good learning experience?;0
1114;are you mental? she made a proof video! you cant lie;1
1115;go to the movies wif me! DIDNT EVEN SEE YOU AT THE SHOW I WAS SHIRTLESS AND BLOODY;1
1116;Hahaha sam was like my first friend. your zeppelin shirt man! think hard;0
1117;lolss slickk mouthh aihh;1
1118;now you want my last name? i dont think so. i already gave you my name. you dont need to know anything except that you wear WAY to much makeup!;1
1119;when was the last time you were disgusted by somebody elses behaviour and what did they do?;0
1120;What was your fav show as a child?;0
1121;YOU SHOULD DIE;1
1122;LETS HAVE SEX  /LOL JKS YOU HAVE BLUE WFFLE. :3;1
1123;"Can you ask me something please? (LOL  thats a question  too ;D)";0
1124;i know exactly where u are...google map...satellite it;1
1125;Have you ever yelled at a telemarketer?;0
1126;Have you been in a serious fight?;0
1127;"i don&apos;t listen to the radio  i just surf thru random channels and i&apos;ll hear the song on tv or something.";1
1128;wuhhddup wit ur wannna be gangbangin white boy look hahaha straight up lame!!!;1
1129;your amazing and GORGEOUS. i wanna be like you.<3;1
1130;"i can&#039;t stop watching carrie underwood clips!!! im listening to cowboy casanova rite now!!!! :) i am soooo excited!!!! OMG";0
1131;are you a hoe fa sho?;1
1132;What do you think most people talk about when dating?;0
1133;"No. Im not. But thanks for throwing that out there ;)";1
1134;What do you think about parents who smoke pot around their children?;1
1135;r Well open up your mind and see like mer Open up your plans and damn you're freer Look into your heart and you'll find love love lover Listen to the music of the moment people dance and sing  were just one big familyr It's our God-forsaken right to be lo;0
1136;What was the first national park you went to?;0
1137;i think you should ask me questions :) i ask you loaaaaaads too.;0
1138;you are nasty. (:;1
1139;"What is it like to sleepwalk? Do you know what you&apos;re doing?";1
1140;too late  i hate you;1
1141;What time did you get to bed last night ?;0
1142;hi asslee asshole :D;1
1143;bitch get one thing straight toney well never go out ur pretty but ur such a bitch on the inside sorry but i dont like you no one does the only reson people are nice to u is cause of ur sister so stop thinking ur hot shit and be urself;1
1144;"How did the first women ever to shave their legs know that the skin wouldn&apos;t just peel right off?";0
1145;REALLY? YU MUST B NEW 2 FS;1
1146;"Screw team jacob and team edward. I&#039;m team LEGOLAS! Who&#039;s team are you on? ;D";1
1147;"Drugs; good  bad  ugly? Opinions generally please.";0
1148;Do you like Alice in Wonderland? :);0
1149;Name 5 of the most important things in your life?r;0
1150;What is your perfect proposal? How about to ask and receive?;0
1151;"hi you&#039;re ashlee and you&#039;re not 16 and you&#039;re ugly as hell so beware bye ;)";0
1152;is it wrong to change for the person u care/love?;0
1153;do YOU wanna die?;1
1154;lmao uhh ok but mess up and ull wake up one day with a patch lmafo..;1
1155;"And  what&apos;s up with your head ?? lol .. Hard night last night or something ?? .. Go easy on the bedrockin&apos; then :o :P ..";0
1156;ohh haha later u wanna tinychat? cuz  im leaving soon to go to a show but when i come do u wanna?;1
1157;"In our second game we only had one sub and the team we played was a premier team that has been playing together for two years and we&#039;re only double AA ):";0
1158;why cant we just fuck and get it over with girl?:];1
1159;Do u wnt 2 suk my dick?;1
1160;brittany is from MAYODAN abbie aint from ellisboro  either.dumbass....and the lst 2 aintchur girls they dont evn lik u.;1
1161;i love you sisssssy:);1
1162;have you ever reconsidered choices you had made in a relationship? past and/or present;0
1163;Do you keep a journal or a blog?;0
1164;which year was your favoroute school year... i know its not this year cause you had taylor in your class!but it still could be this year...;0
1165;when was the last time you were in a fight?;0
1166;"You gave me my best asset. Haha but i&#039;m pretty sure you have no butt daddy.";0
1167;Meanzz to ask her questions and stuff nawt talk shit on anonymus pussy ass bitchez watever tho yew guyz don't mean shitt to her and don't affect her so be a bitch to Someone who cares pussy ass fuken ugly bitchez fukk youu!!!!! Love alwyz marissa <3 ily a;1
1168;Have you ever dreamt about something more than once?;0
1169;"lets see it then ? ( : &amp;&amp; i was born in th ghetto si wtfuhh you know bout tht cuhh? ahaha not a damn thing! get on my level trickk. show a name &amp; catchh ahh fade lil homiee. &amp; no you know what dont stay away from me  come find me bxtch ;D<33";1
1170;"i have 1000+questions in my inbox yesterday.but now only 100!!!i didnt answer any questions from yesterday.what happened to remaining questions?did this happen to you?  :&#039;(";0
1171;what unexpected surprises have you had in life?;0
1172;First word to come to mind when I say the following word:  Banana;0
1173;"How comfortable are you with your siblings? I&#039;ll dance around the room  monologue  sing  and be as goofy as I can with my brothers lol. I love um (:";0
1174;haha yea... we just finished learning about Edgar Allan Poe a week or 2 ago... now that is some twisted shit  he wrote a story on how a man tortued this cat.. in great detail.. and how a guy killed this guy b/c of his eye.. disturbing :-(;0
1175;lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly ass;1
1176;:) Are you currently happy in your life right now?;0
1177;r u GAY ?;1
1178;By shit what do you mean exactly??;0
1179;why are you calling kasey a stupid skank when you dont even know her laura  that is just going to start some shitr;1
1180;do u like kasey conde as a friend??;1
1181;Oh of course it works on everyone elses end lol;1
1182;bitchh you cuuldnt kill a catepilar  lmfao.. but i`ll make sure too send you a pic of my new tat ahaha!;1
1183;if you wanted to visit any planet in the universe wich one would you pick?would you even live there?;0
1184;Would you ever cheat on Chris?;1
1185;Uqhhh Iquess Yew Goht Hoess All Ova Youh.! Lmao;0
1186;WELL SINCE YOU DONT WANNA ANSWER YOUR PHONE ILL DROP YOUR CAR OFF THURSDAY SWEET.;1
1187;Do you prefer to ask question or answer them? why do you think this is?;0
1188;"ya i know cuz i am letting you know who this is. r my name is Tatum Not &quot;krista&quot;";1
1189;"How do you feel about people being offended by more and more these days? Like saying &quot;Merry Christmas&quot; to someone who happens to not celebrate it  or a girl in short shorts and a tank can offend others sometimes  do you know what I mean?";0
1190;You put them in a circle shaped room and tell them to sit in the corner.;1
1191;True or False: Everyone is a troll at one point.;0
1192;how many kids do you want to have in the future?;0
1193;YHUUU READY TO GET YHUR A$$ BEat THIS SATuRDAYY?!?!?!?!?!??!?!?!?!?!?!!?!??!?!?!?!?!?!!?!?!?!?!?!??!?!?!!!??!?!????!?!?!?!?!?!!??!!??!!??!?!?!!?!??!?!?!?!?!?!???!?!?!?!??!?!?!?;1
1194;Y U H  A N D  C J  D A T E?;0
1195;"i wanna take a ride on your disco stick (;";1
